Karlgren (1954)          	0.4550 	-0.0328	 0.0798 	6.11	1	0.00100
Li (1971)                	0.8206 	-0.0319	 0.1247 	6.84	1	0.00100
Wáng (1980)              	0.7406 	-0.0337	 0.1070 	7.24	1	0.00100
Zhèngzhāng (2003)        	0.6551 	-0.0295	 0.0890 	7.69	1	0.00100
Starostin (1989)         	0.7477 	-0.0326	 0.0933 	8.37	1	0.00100
Pān (2000)               	0.6564 	-0.0282	 0.0891 	7.68	1	0.00100
Baxter and Sagart (2014) 	0.8013 	-0.0296	 0.0938 	8.86	1	0.00100
Schuessler (2007)        	0.5353 	-0.0307	 0.0920 	6.15	1	0.00100
Karlgren (1954)          	0.5636 	-0.0398	 0.0722 	8.36	2	0.00100
Li (1971)                	1.0000 	-0.0432	 0.1230 	8.48	2	0.00100
Wáng (1980)              	0.7854 	-0.0381	 0.0996 	8.27	2	0.00100
Zhèngzhāng (2003)        	0.7821 	-0.0366	 0.0889 	9.21	2	0.00100
Starostin (1989)         	0.8876 	-0.0381	 0.0969 	9.56	2	0.00100
Pān (2000)               	0.7821 	-0.0356	 0.0888 	9.21	2	0.00100
Baxter and Sagart (2014) 	0.8342 	-0.0385	 0.0945 	9.23	2	0.00100
Schuessler (2007)        	0.6347 	-0.0391	 0.0952 	7.07	2	0.00100
Karlgren (1954)          	0.4474 	-0.0575	 0.0961 	5.25	3	0.00100
Li (1971)                	0.8879 	-0.0582	 0.1508 	6.27	3	0.00100
Wáng (1980)              	0.7778 	-0.0546	 0.1264 	6.59	3	0.00100
Zhèngzhāng (2003)        	0.7231 	-0.0494	 0.1139 	6.78	3	0.00100
Starostin (1989)         	0.8049 	-0.0556	 0.1162 	7.41	3	0.00100
Pān (2000)               	0.7231 	-0.0501	 0.1131 	6.83	3	0.00100
Baxter and Sagart (2014) 	0.8065 	-0.0546	 0.1138 	7.57	3	0.00100
Schuessler (2007)        	0.7073 	-0.0546	 0.1122 	6.79	3	0.00100
Karlgren (1954)          	0.3875 	-0.0411	 0.1145 	3.74	4	0.00200
Li (1971)                	0.8564 	-0.0384	 0.1854 	4.83	4	0.00100
Wáng (1980)              	0.6485 	-0.0330	 0.1611 	4.23	4	0.00100
Zhèngzhāng (2003)        	0.6818 	-0.0385	 0.1269 	5.68	4	0.00100
Starostin (1989)         	0.6653 	-0.0455	 0.1362 	5.22	4	0.00100
Pān (2000)               	0.6794 	-0.0393	 0.1261 	5.70	4	0.00100
Baxter and Sagart (2014) 	0.8911 	-0.0480	 0.1278 	7.35	4	0.00100
Schuessler (2007)        	0.6877 	-0.0448	 0.1306 	5.61	4	0.00100
Karlgren (1954)          	0.6544 	-0.0431	 0.0672 	10.38	5	0.00100
Li (1971)                	0.7394 	-0.0430	 0.1133 	6.90	5	0.00100
Wáng (1980)              	0.7017 	-0.0419	 0.0909 	8.18	5	0.00100
Zhèngzhāng (2003)        	0.9090 	-0.0414	 0.0815 	11.65	5	0.00100
Starostin (1989)         	0.8552 	-0.0443	 0.0887 	10.14	5	0.00100
Pān (2000)               	0.9083 	-0.0406	 0.0816 	11.63	5	0.00100
